Wikidata ID,PlanetMath,PlanetMath link
Q830513,Cauchy residue theorem,http://planetmath.org/cauchyresiduetheorem
Q622741,Cauchy-Riemann equations,http://planetmath.org/cauchyriemannequations
Q190546,Cauchy-Schwarz inequality,http://planetmath.org/cauchyschwarzinequality
Q217847,Cauchy sequence,http://planetmath.org/cauchysequence
Q1756828,Cayley-Dickson construction,http://planetmath.org/cayleydicksonconstruction
Q859174,Cayley graph,http://planetmath.org/cayleygraph
Q656772,Cayley-Hamilton theorem,http://planetmath.org/cayleyhamiltontheorem
Q1546924,Cayley table,http://planetmath.org/cayleytable
Q221706,ceiling,http://planetmath.org/ceiling
Q189156,cellular automaton,http://planetmath.org/cellularautomaton
Q3139849,cellular homology,http://planetmath.org/cellularhomology
Q190899,centered hexagonal number,http://planetmath.org/centeredhexagonalnumber
Q1195852,center of a group,http://planetmath.org/centerofagroup
Q30603786,center (rings),http://planetmath.org/centerrings
Q1045966,central binomial coefficient,http://planetmath.org/centralbinomialcoefficient
Q2243424,central idempotent,http://planetmath.org/centralidempotent
Q190629,centralizer,http://planetmath.org/centralizer
Q190629,centralizer,http://planetmath.org/centralizer1
Q5062139,central product of groups,http://planetmath.org/centralproductofgroups
Q2428439,central simple algebra,http://planetmath.org/centralsimplealgebra
Q2945123,centre of mass,http://planetmath.org/centreofmass
Q511093,centroid,http://planetmath.org/centroid
Q2082317,Cesàro mean,http://planetmath.org/cesaromean
Q2082317,Cesàro summability,http://planetmath.org/cesarosummability
Q2319609,cevian,http://planetmath.org/cevian
Q230797,chain,http://planetmath.org/chain
Q5176824,chain condition,http://planetmath.org/chaincondition
Q207455,chain rule,http://planetmath.org/chainrule
Q207455,chain rule (several variables),http://planetmath.org/chainruleseveralvariables
Q810255,change of basis,http://planetmath.org/changeofbasis
Q166314,chaotic dynamical system,http://planetmath.org/chaoticdynamicalsystem
Q5073495,Chapter I,http://planetmath.org/chapteri
Q3666274,Chapter II,http://planetmath.org/chapterii
Q1062934,character,http://planetmath.org/character
Q2937829,characterisation,http://planetmath.org/characterisation
Q2937829,characterisation,http://planetmath.org/characterisation
Q360446,characteristic,http://planetmath.org/characteristic
Q3117616,characteristically simple group,http://planetmath.org/characteristicallysimplegroup
Q361254,characteristic function,http://planetmath.org/characteristicfunction
Q361254,characteristic function,http://planetmath.org/characteristicfunction1
Q849705,characteristic polynomial,http://planetmath.org/characteristicpolynomial
Q747027,characteristic subgroup,http://planetmath.org/characteristicsubgroup
Q600043,character of a finite group,http://planetmath.org/characterofafinitegroup
Q284129,Charles Fefferman,http://planetmath.org/charlesfefferman
Q187520,Charles Sanders Peirce,http://planetmath.org/charlessanderspeirce
Q1068479,Chauvenet Prize,http://planetmath.org/chauvenetprize
Q3890369,Chebyshev equation,http://planetmath.org/chebyshevequation
Q1046711,Chebyshev functions,http://planetmath.org/chebyshevfunctions
Q619511,Chebyshev polynomial,http://planetmath.org/chebyshevpolynomial
Q249514,Chebyshev’s inequality,http://planetmath.org/chebyshevsinequality
Q249514,Chebyshev’s inequality,http://planetmath.org/chebyshevsinequality1
Q715284,Chen Jingrun,http://planetmath.org/chenjingrun
Q2344088,Chen prime,http://planetmath.org/chenprime
Q1070533,Cheryl Praeger,http://planetmath.org/cherylpraeger
Q718,chess,http://planetmath.org/chess
Q2067937,child node (of a tree),http://planetmath.org/childnodeofatree
Q5100807,Chinese hypothesis,http://planetmath.org/chinesehypothesis
Q193878,Chinese remainder theorem,http://planetmath.org/chineseremaindertheorem
Q193878,Chinese remainder theorem,http://planetmath.org/chineseremaindertheorem1
Q243462,chi-squared random variable,http://planetmath.org/chisquaredrandomvariable
Q1071004,chi-squared statistic,http://planetmath.org/chisquaredstatistic
Q2513496,choice function,http://planetmath.org/choicefunction
Q515375,Cholesky decomposition,http://planetmath.org/choleskydecomposition
Q190913,Chomsky hierarchy,http://planetmath.org/chomskyhierarchy
Q1076039,Chomsky normal form,http://planetmath.org/chomskynormalform
Q3527039,Chomsky-Schützenberger theorem,http://planetmath.org/chomskyschutzenbergertheorem
Q994200,chord,http://planetmath.org/chord
Q1322892,chordal,http://planetmath.org/chordal
Q441382,Christine Ladd-Franklin,http://planetmath.org/christineladdfranklin
Q5111650,Christoffel-Darboux formula,http://planetmath.org/christoffeldarbouxformula
Q847816,Christoffel symbols,http://planetmath.org/christoffelsymbols
Q504843,chromatic number,http://planetmath.org/chromaticnumber
Q1087609,chromatic polynomial,http://planetmath.org/chromaticpolynomial
Q1089708,Church integer,http://planetmath.org/churchinteger
Q1140902,Church-Rosser property,http://planetmath.org/churchrosserproperty
Q5115177,Chu space,http://planetmath.org/chuspace
Q17278,circle,http://planetmath.org/circle
Q2166240,circle of curvature,http://planetmath.org/circleofcurvature
Q245457,circulant matrix,http://planetmath.org/circulantmatrix
Q6011160,circular reasoning,http://planetmath.org/circularreasoning
Q783081,circular segment,http://planetmath.org/circularsegment
Q110176,circumcircle,http://planetmath.org/circumcircle
Q120096770,circumscribe,http://planetmath.org/circumscribe
Q573509,city-block metric,http://planetmath.org/cityblockmetric
Q1068385,Clairaut’s theorem,http://planetmath.org/clairautstheorem
Q5126927,Claribel Kendall,http://planetmath.org/claribelkendall
Q5127621,Clarkson inequality,http://planetmath.org/clarksoninequality
Q217594,class,http://planetmath.org/class
Q1353233,class equation,http://planetmath.org/classequation
Q986909,class function,http://planetmath.org/classfunction
Q2285809,classical groups,http://planetmath.org/classicalgroups
Q986499,classical ring of quotients,http://planetmath.org/classicalringofquotients
Q11567,classification of complex numbers,http://planetmath.org/classificationofcomplexnumbers
Q1136782,classification of finite-dimensional representations of semi-simple Lie algebras,http://planetmath.org/classificationoffinitedimensionalrepresentationsofsemisimpleliealgebras
Q3291120,class number formula,http://planetmath.org/classnumberformula
Q2793600,class numbers of imaginary quadratic fields,http://planetmath.org/classnumbersofimaginaryquadraticfields
Q187588,class structure,http://planetmath.org/classstructure
Q674689,Clifford algebra,http://planetmath.org/cliffordalgebra
Q761631,clique,http://planetmath.org/clique
Q320369,clopen subset,http://planetmath.org/clopensubset
Q260928,closed curve theorem,http://planetmath.org/closedcurvetheorem
Q2100733,closed (differential form),http://planetmath.org/closeddifferentialform
Q3077475,closed form,http://planetmath.org/closedform
Q1068085,closed graph theorem,http://planetmath.org/closedgraphtheorem
Q5135342,closed immersion,http://planetmath.org/closedimmersion
Q5135347,closed monoidal category,http://planetmath.org/closedmonoidalcategory
Q320370,closed operator,http://planetmath.org/closedoperator
Q147978,closed point,http://planetmath.org/closedpoint
Q320357,closed set,http://planetmath.org/closedset
Q4720939,closure,http://planetmath.org/closure
Q10286397,closure axioms,http://planetmath.org/closureaxioms
Q10564851,closure space,http://planetmath.org/closurespace
Q182949,club,http://planetmath.org/club
Q5136438,club filter,http://planetmath.org/clubfilter
Q1788166,♣,http://planetmath.org/clubsuit
Q1776598,cluster sampling,http://planetmath.org/clustersampling
Q868473,C^n,http://planetmath.org/cn
Q407816,CNF,http://planetmath.org/cnf
Q5137654,coadjoint orbit,http://planetmath.org/coadjointorbit
Q3062935,coalgebra,http://planetmath.org/coalgebra
Q906456,coarser,http://planetmath.org/coarser
Q599876,Cochran’s theorem,http://planetmath.org/cochranstheorem
Q5139990,code,http://planetmath.org/code
Q1622692,codifferential,http://planetmath.org/codifferential
Q425432,coefficients of Laurent series,http://planetmath.org/coefficientsoflaurentseries
Q1597436,coercive function,http://planetmath.org/coercivefunction
Q2044612,cofactor expansion,http://planetmath.org/cofactorexpansion
Q1048949,cofibration,http://planetmath.org/cofibration
Q1283623,cofinality,http://planetmath.org/cofinality
Q147638,cognitive science,http://planetmath.org/cognitivescience
Q2893695,Cohen-Macaulay module,http://planetmath.org/cohenmacaulaymodule
Q906907,coherent analytic sheaf,http://planetmath.org/coherentanalyticsheaf
Q906907,coherent sheaf,http://planetmath.org/coherentsheaf
Q6543809,cohomology of semi-simple Lie algebras,http://planetmath.org/cohomologyofsemisimpleliealgebras
Q288465,coinvariant,http://planetmath.org/coinvariant
Q837314,Collatz problem,http://planetmath.org/collatzproblem
Q837314,Collatz sequence,http://planetmath.org/collatzsequence
Q1779341,collection,http://planetmath.org/collection
Q5146123,collectionwise normal,http://planetmath.org/collectionwisenormal
Q1419761,collinear,http://planetmath.org/collinear
Q504843,coloring,http://planetmath.org/coloring
Q3281381,colossally abundant number,http://planetmath.org/colossallyabundantnumber
Q504843,colouring problem,http://planetmath.org/colouringproblem
Q44649,comaximal ideals,http://planetmath.org/comaximalideals
Q3850844,combinatorial principle,http://planetmath.org/combinatorialprinciple
Q1481571,combinatory logic,http://planetmath.org/combinatorylogic
Q1116133,common knowledge,http://planetmath.org/commonknowledge
Q190629,commutant,http://planetmath.org/commutant
Q165474,commutative,http://planetmath.org/commutative
Q858656,commutative ring,http://planetmath.org/commutativering
Q7574800,commutative semigroup,http://planetmath.org/commutativesemigroup
Q2989763,commutator bracket,http://planetmath.org/commutatorbracket
Q3360633,commuting matrices,http://planetmath.org/commutingmatrices
Q5155179,comodule,http://planetmath.org/comodule
Q381892,compact,http://planetmath.org/compact
Q5155306,compact element,http://planetmath.org/compactelement
Q546145,compactification,http://planetmath.org/compactification
Q5155338,compactly generated,http://planetmath.org/compactlygenerated
Q381892,compactness,http://planetmath.org/compactness
Q1669863,compact-open topology,http://planetmath.org/compactopentopology
Q1780743,compact operator,http://planetmath.org/compactoperator
Q5155316,compact quantum group,http://planetmath.org/compactquantumgroup
Q814361,companion matrix,http://planetmath.org/companionmatrix
Q17129258,comparison test,http://planetmath.org/comparisontest
Q115368,compass and straightedge construction,http://planetmath.org/compassandstraightedgeconstruction
Q19924622,complement,http://planetmath.org/complement
Q11352,complementary angles,http://planetmath.org/complementaryangles
Q1142861,complementary subspace,http://planetmath.org/complementarysubspace
Q5156434,complemented lattice,http://planetmath.org/complementedlattice
Q848569,complete,http://planetmath.org/complete
Q380172,complete binary tree,http://planetmath.org/completebinarytree
Q913598,complete bipartite graph,http://planetmath.org/completebipartitegraph
Q5156447,complete Boolean algebra,http://planetmath.org/completebooleanalgebra
Q5156529,complete distributivity,http://planetmath.org/completedistributivity
Q45715,complete graph,http://planetmath.org/completegraph
Q968707,complete group,http://planetmath.org/completegroup
Q5156470,complete Heyting algebra,http://planetmath.org/completeheytingalgebra
Q574010,complete information,http://planetmath.org/completeinformation
Q2362924,complete lattice,http://planetmath.org/completelattice
Q2362924,complete lattice homomorphism,http://planetmath.org/completelatticehomomorphism
Q1135782,completely Hausdorff,http://planetmath.org/completelyhausdorff
Q5156532,completely metrizable,http://planetmath.org/completelymetrizable
Q1071795,completely normal,http://planetmath.org/completelynormal
Q106323967,completely reducible,http://planetmath.org/completelyreducible
Q7574800,completely simple semigroup,http://planetmath.org/completelysimplesemigroup
Q527101,complete measure,http://planetmath.org/completemeasure
Q3412598,complete quadrilateral,http://planetmath.org/completequadrilateral
Q652446,complete uniform space,http://planetmath.org/completeuniformspace
Q50704,completing the square,http://planetmath.org/completingthesquare
Q50704,completing the square,http://planetmath.org/completingthesquare
Q848569,completion,http://planetmath.org/completion
Q527101,completion of a measure space,http://planetmath.org/completionofameasurespace
Q28839103,complex,http://planetmath.org/complex
Q578874,complex analytic manifold,http://planetmath.org/complexanalyticmanifold
Q381040,complex conjugate,http://planetmath.org/complexconjugate
Q168698,complex exponential function,http://planetmath.org/complexexponentialfunction
Q193756,complex function,http://planetmath.org/complexfunction
Q445569,complexification,http://planetmath.org/complexification
Q445569,complexification of vector space,http://planetmath.org/complexificationofvectorspace
Q908207,complexity class,http://planetmath.org/complexityclass
Q16889279,complex line,http://planetmath.org/complexline
Q2520206,complex logarithm,http://planetmath.org/complexlogarithm
Q2654923,complex multiplication,http://planetmath.org/complexmultiplication
Q11567,complex number,http://planetmath.org/complexnumber
Q825857,complex projective line,http://planetmath.org/complexprojectiveline
Q13647261,complex sine and cosine,http://planetmath.org/complexsineandcosine
Q1796658,composite field,http://planetmath.org/compositefield
Q50707,composite number,http://planetmath.org/compositenumber
Q833293,composite trapezoidal rule,http://planetmath.org/compositetrapezoidalrule
Q2835957,composition algebra,http://planetmath.org/compositionalgebra
Q2525646,composition series,http://planetmath.org/compositionseries
Q1071077,Compositorial,http://planetmath.org/compositorial
Q5156840,compound matrix,http://planetmath.org/compoundmatrix
Q780487,comprehension axiom,http://planetmath.org/comprehensionaxiom
Q818895,computable number,http://planetmath.org/computablenumber
