Wikidata ID,nLab,nLab link,Wikidata Label
Q833089,LU decomposition,https://ncatlab.org/nlab/show/LU+decomposition,Doolittle decomposition
Q6695334,Lubin-Tate theory,https://ncatlab.org/nlab/show/Lubin-Tate+theory,Lubin-Tate formal group
Q370871,Luc Illusie,https://ncatlab.org/nlab/show/Luc+Illusie,Luc Illusie
Q7334974,Lucas Mann,https://ncatlab.org/nlab/show/Lucas+Mann,Rings of Saturn (band)
Q6702463,Lucas Williams,https://ncatlab.org/nlab/show/Lucas+Williams,Luke Williams
Q6697079,Lucien Hardy,https://ncatlab.org/nlab/show/Lucien+Hardy,Lucien Hardy
Q65202,Ludwig Bieberbach,https://ncatlab.org/nlab/show/Ludwig+Bieberbach,Ludwig Bieberbach
Q84296,Ludwig Boltzmann,https://ncatlab.org/nlab/show/Ludwig+Boltzmann,Boltzmann
Q1030228,Ludwig Faddeev,https://ncatlab.org/nlab/show/Ludwig+Faddeev,Ludvig Faddeev
Q104822,Ludwig Maurer,https://ncatlab.org/nlab/show/Ludwig+Maurer,Ludwig Maurer
Q9391,Ludwig Wittgenstein,https://ncatlab.org/nlab/show/Ludwig+Wittgenstein,Ludwig Wittgenstein
Q726764,Luigi Bianchi,https://ncatlab.org/nlab/show/Luigi+Bianchi,Luigi Bianchi
Q22280430,Luis Alday,https://ncatlab.org/nlab/show/Luis+Alday,Luis Trujillo (Mexican footballer)
Q3266668,Luis Español,https://ncatlab.org/nlab/show/Luis+Espa%C3%B1ol,Luis Español
Q930764,Luis Ibáñez,https://ncatlab.org/nlab/show/Luis+Ib%C3%A1%C3%B1ez,Luis Ibáñez
Q1126196,Lukas Müller,https://ncatlab.org/nlab/show/Lukas+M%C3%BCller,Lukas Mueller
Q1877847,Luther P. Eisenhart,https://ncatlab.org/nlab/show/Luther+P.+Eisenhart,Luther P. Eisenhart
Q1356985,Lynn Arthur Steen,https://ncatlab.org/nlab/show/Lynn+Arthur+Steen,Lynn Steen
Q92845,László Babai,https://ncatlab.org/nlab/show/L%C3%A1szl%C3%B3+Babai,Laszlo Babai
Q6710675,László Fuchs,https://ncatlab.org/nlab/show/L%C3%A1szl%C3%B3+Fuchs,László Fuchs
Q357918,László Lovász,https://ncatlab.org/nlab/show/L%C3%A1szl%C3%B3+Lov%C3%A1sz,László Lovász
Q364062,Léon Brillouin,https://ncatlab.org/nlab/show/L%C3%A9on+Brillouin,Léon Brillouin
Q6711217,Lévy hierarchy,https://ncatlab.org/nlab/show/L%C3%A9vy+hierarchy,Lévy hierarchy
Q385601,M-brane,https://ncatlab.org/nlab/show/M-brane,P-branes
Q232184,M-theory,https://ncatlab.org/nlab/show/M-theory,M-theory
Q7860885,M-type,https://ncatlab.org/nlab/show/M-type,Type M
Q1562476,M-wave,https://ncatlab.org/nlab/show/M-wave,H-reflex
Q25586194,M. Zahid Hasan,https://ncatlab.org/nlab/show/M.+Zahid+Hasan,M. Zahid Hasan
Q15579580,M2-brane,https://ncatlab.org/nlab/show/M2-brane,M2-brane
Q28649150,M5-brane,https://ncatlab.org/nlab/show/M5-brane,M5-brane
Q6721195,Maarten de Rijke,https://ncatlab.org/nlab/show/Maarten+de+Rijke,Maarten de Rijke
Q81873,Maarten Solleveld,https://ncatlab.org/nlab/show/Maarten+Solleveld,Maarten Solleveld
Q17098676,Macdonald polynomial,https://ncatlab.org/nlab/show/Macdonald+polynomial,Macdonald polynomials
Q2539,machine learning,https://ncatlab.org/nlab/show/machine+learning,Statistical learning
Q4027104,Maciej Zworski,https://ncatlab.org/nlab/show/Maciej+Zworski,Maciej Zworski
Q131807628,Mackey functor,https://ncatlab.org/nlab/show/Mackey+functor,Mackey functor
Q7663731,Mackey theory,https://ncatlab.org/nlab/show/Mackey+theory,System of imprimitivity
Q5249756,MacNeille completion,https://ncatlab.org/nlab/show/MacNeille+completion,Dedekind completion
Q741082,Macquarie University,https://ncatlab.org/nlab/show/Macquarie+University,Macquarie University
Q11408,magnetic field,https://ncatlab.org/nlab/show/magnetic+field,Magnetic field
Q2549249,magnetohydrodynamics,https://ncatlab.org/nlab/show/magnetohydrodynamics,Magnetohydrodynamics
Q4354139,Magnus Carlson,https://ncatlab.org/nlab/show/Magnus+Carlson,Magnus Carlson
Q3277546,Mahlo cardinal,https://ncatlab.org/nlab/show/Mahlo+cardinal,Mahlo cardinal
Q67852267,Mai Gehrke,https://ncatlab.org/nlab/show/Mai+Gehrke,Mai Gehrke
Q6742129,Malcev group,https://ncatlab.org/nlab/show/Malcev+group,Malcev Lie algebra
Q6742548,Malcolm Perry,https://ncatlab.org/nlab/show/Malcolm+Perry,Malcolm Perry
Q15456325,Manfredo do Carmo,https://ncatlab.org/nlab/show/Manfredo+do+Carmo,Manfredo do Carmo
Q15456325,Manfredo P. do Carmo,https://ncatlab.org/nlab/show/Manfredo+P.+do+Carmo,Manfredo do Carmo
Q1890791,Mannque Rho,https://ncatlab.org/nlab/show/Mannque+Rho,Mannque Rho
Q9028093,Manuel Rivera,https://ncatlab.org/nlab/show/Manuel+Rivera,Manuel Rivera
Q1014869,mapping telescope,https://ncatlab.org/nlab/show/mapping+telescope,Mapping cylinder
Q1892639,Marc Henneaux,https://ncatlab.org/nlab/show/Marc+Henneaux,Marc Henneaux
Q1892667,Marc Krasner,https://ncatlab.org/nlab/show/Marc+Krasner,Marc Krasner
Q22278759,Marc Lackenby,https://ncatlab.org/nlab/show/Marc+Lackenby,Marc Lackenby
Q6755698,Marc Levine,https://ncatlab.org/nlab/show/Marc+Levine,Marc Levine
Q15456704,Marc Rieffel,https://ncatlab.org/nlab/show/Marc+Rieffel,Marc Rieffel
Q553949,Marcel Berger,https://ncatlab.org/nlab/show/Marcel+Berger,Marcel Berger
Q115769,Marcel Grossmann,https://ncatlab.org/nlab/show/Marcel+Grossmann,Marcel Grossmann
Q19666042,Marcelo Aguiar,https://ncatlab.org/nlab/show/Marcelo+Aguiar,Marcelo Aguiar
Q818736,Marco Manetti,https://ncatlab.org/nlab/show/Marco+Manetti,Manetti Bros.
Q16023312,Marianne Smith,https://ncatlab.org/nlab/show/Marianne+Smith,Marianne Smith
Q708853,Mario Bunge,https://ncatlab.org/nlab/show/Mario+Bunge,Mario Bunge
Q112030080,Mario Román,https://ncatlab.org/nlab/show/Mario+Rom%C3%A1n,Mario Román
Q84323670,Marius Crainic,https://ncatlab.org/nlab/show/Marius+Crainic,Marius Crainic
Q30620953,Mariusz Wodzicki,https://ncatlab.org/nlab/show/Mariusz+Wodzicki,Mariusz Wodzicki
Q98733255,Marjorie Batchelor,https://ncatlab.org/nlab/show/Marjorie+Batchelor,Marjorie Batchelor
Q1722163,Marjorie Senechal,https://ncatlab.org/nlab/show/Marjorie+Senechal,Marjorie Senechal
Q6767796,Mark Grant,https://ncatlab.org/nlab/show/Mark+Grant,Mark Grant
Q23776056,Mark Gross,https://ncatlab.org/nlab/show/Mark+Gross,Mark Gross
Q6767879,Mark Haiman,https://ncatlab.org/nlab/show/Mark+Haiman,Mark Haiman
Q412771,Mark Johnson,https://ncatlab.org/nlab/show/Mark+Johnson,Mark Johnson
Q445679,Mark Jones,https://ncatlab.org/nlab/show/Mark+Jones,Mark Jones
Q736380,Mark Kac,https://ncatlab.org/nlab/show/Mark+Kac,Marek Kac
Q950211,Mark Krein,https://ncatlab.org/nlab/show/Mark+Krein,Mark Krein
Q1900235,Mark Mahowald,https://ncatlab.org/nlab/show/Mark+Mahowald,Mark Mahowald
Q195922,Mark Naimark,https://ncatlab.org/nlab/show/Mark+Naimark,Mark Naimark
Q6769288,Mark Pollicott,https://ncatlab.org/nlab/show/Mark+Pollicott,Mark Pollicott
Q6769536,Mark Ryan,https://ncatlab.org/nlab/show/Mark+Ryan,Mark Ryan
Q21795356,Mark Van Raamsdonk,https://ncatlab.org/nlab/show/Mark+Van+Raamsdonk,Mark Van Raamsdonk
Q452802,Mark Weber,https://ncatlab.org/nlab/show/Mark+Weber,Mark Weber
Q124588,Markus Fierz,https://ncatlab.org/nlab/show/Markus+Fierz,Markus Fierz
Q1901690,Markus Mueller,https://ncatlab.org/nlab/show/Markus+Mueller,Markus Muller
Q1901690,Markus Müller,https://ncatlab.org/nlab/show/Markus+M%C3%BCller,Markus Muller
Q1902752,Marshall Hall,https://ncatlab.org/nlab/show/Marshall+Hall,Marshall Hall
Q741198,Marshall Stone,https://ncatlab.org/nlab/show/Marshall+Stone,Marshall Stone
Q723627,Marston Morse,https://ncatlab.org/nlab/show/Marston+Morse,Marston Morse
Q59325321,Marta Bunge,https://ncatlab.org/nlab/show/Marta+Bunge,Marta Bunge
Q107475,Martin Beneke,https://ncatlab.org/nlab/show/Martin+Beneke,Martin Beneke
Q92310,Martin Bojowald,https://ncatlab.org/nlab/show/Martin+Bojowald,Martin Bojowald
Q1903483,Martin Brandenburg,https://ncatlab.org/nlab/show/Martin+Brandenburg,Martin Brandenburg
Q6775057,Martin Bridson,https://ncatlab.org/nlab/show/Martin+Bridson,Martin Bridson
Q89332,Martin Hairer,https://ncatlab.org/nlab/show/Martin+Hairer,Martin Hairer
Q48301,Martin Heidegger,https://ncatlab.org/nlab/show/Martin+Heidegger,Heidegger
Q12035724,Martin Hofmann,https://ncatlab.org/nlab/show/Martin+Hofmann,Martin Hofmann
Q6775742,Martin Hyland,https://ncatlab.org/nlab/show/Martin+Hyland,Martin Hyland
Q122709,Martin Lüscher,https://ncatlab.org/nlab/show/Martin+L%C3%BCscher,Martin Lüscher
Q312935,Martin Olsson,https://ncatlab.org/nlab/show/Martin+Olsson,Martin Olsson
Q974660,Martin Palmer,https://ncatlab.org/nlab/show/Martin+Palmer,Martin Palmer
Q335213,Martin Rees,https://ncatlab.org/nlab/show/Martin+Rees,Martin Rees
Q16499829,Martin Roček,https://ncatlab.org/nlab/show/Martin+Ro%C4%8Dek,Martin Roček
Q113058352,Martin Schechter,https://ncatlab.org/nlab/show/Martin+Schechter,"Schechter, Martin"
Q102234678,Martin Schlichenmaier,https://ncatlab.org/nlab/show/Martin+Schlichenmaier,Martin Schlichenmaier
Q28648864,Martin Schottenloher,https://ncatlab.org/nlab/show/Martin+Schottenloher,Martin Schottenloher
Q6776641,Martin Speight,https://ncatlab.org/nlab/show/Martin+Speight,Martin Speight
Q2993421,Martin Wolf,https://ncatlab.org/nlab/show/Martin+Wolf,Martin Wolf
Q202149,Martinus Veltman,https://ncatlab.org/nlab/show/Martinus+Veltman,Martinus J. G. Veltman
Q1771279,Maryam Mirzakhani,https://ncatlab.org/nlab/show/Maryam+Mirzakhani,Maryam Mirzakhani
Q23721911,Maryna Viazovska,https://ncatlab.org/nlab/show/Maryna+Viazovska,Maryna Viazovska
Q375000,Masaki Kashiwara,https://ncatlab.org/nlab/show/Masaki+Kashiwara,Masaki Kashiwara
Q8435594,Masako Bando,https://ncatlab.org/nlab/show/Masako+Bando,Masako Bandō
Q1906735,Masamichi Takesaki,https://ncatlab.org/nlab/show/Masamichi+Takesaki,Masamichi Takesaki
Q686988,Masatake Kuranishi,https://ncatlab.org/nlab/show/Masatake+Kuranishi,Masatake Kuranishi
Q6784627,Massey product,https://ncatlab.org/nlab/show/Massey+product,Massey product
Q3851416,Massimo Porrati,https://ncatlab.org/nlab/show/Massimo+Porrati,Massimo Porrati
Q722878,master equation,https://ncatlab.org/nlab/show/master+equation,Master equation
Q7915656,Mathai Varghese,https://ncatlab.org/nlab/show/Mathai+Varghese,Varghese Mathai
Q81294,Mathematica,https://ncatlab.org/nlab/show/Mathematica,Wolfram Mathematica
Q747534,mathematical economics,https://ncatlab.org/nlab/show/mathematical+economics,Economical mathematics
Q211172,Mathematical Reviews,https://ncatlab.org/nlab/show/Mathematical+Reviews,Mathematical Reviews
Q395,mathematics,https://ncatlab.org/nlab/show/mathematics,Math
Q853077,mathematics education,https://ncatlab.org/nlab/show/mathematics+education,Mathematics education
Q7881385,Mathieu moonshine,https://ncatlab.org/nlab/show/Mathieu+moonshine,Umbral moonshine
Q3298493,MathOverflow,https://ncatlab.org/nlab/show/MathOverflow,MathOverflow
Q1908842,Matilde Marcolli,https://ncatlab.org/nlab/show/Matilde+Marcolli,Matilde Marcolli
Q2915729,matrix algebra,https://ncatlab.org/nlab/show/matrix+algebra,Matrix Algebra
Q17098730,matrix analysis,https://ncatlab.org/nlab/show/matrix+analysis,Matrix analysis
Q29167,matrix calculus,https://ncatlab.org/nlab/show/matrix+calculus,Matrix calculus
Q256151,matrix equivalence,https://ncatlab.org/nlab/show/matrix+equivalence,Matrix equivalence
Q1361088,matrix factorization,https://ncatlab.org/nlab/show/matrix+factorization,Matrix decomposition
Q622679,matrix Lie group,https://ncatlab.org/nlab/show/matrix+Lie+group,LieGroup
Q603198,matrix mechanics,https://ncatlab.org/nlab/show/matrix+mechanics,Matrix mechanics
Q6787876,matrix model,https://ncatlab.org/nlab/show/matrix+model,Matrix model
Q17149634,matrix product state,https://ncatlab.org/nlab/show/matrix+product+state,Matrix product state
Q4118690,matrix theory,https://ncatlab.org/nlab/show/matrix+theory,Matrix theory (string theory)
Q35758,matter,https://ncatlab.org/nlab/show/matter,Matter (physics)
Q19927236,Matthew Burke,https://ncatlab.org/nlab/show/Matthew+Burke,Matthew Burke
Q24248201,Matthew Emerton,https://ncatlab.org/nlab/show/Matthew+Emerton,Matthew Emerton
Q54989423,Matthew Fisher,https://ncatlab.org/nlab/show/Matthew+Fisher,Matthew fisher
Q60734414,Matthew Hastings,https://ncatlab.org/nlab/show/Matthew+Hastings,Matthew Hastings
Q21858381,Matthew Headrick,https://ncatlab.org/nlab/show/Matthew+Headrick,Matthew Headrick
Q6790794,Matthew Kennedy,https://ncatlab.org/nlab/show/Matthew+Kennedy,Matthew Kennedy
Q6790815,Matthew Kleban,https://ncatlab.org/nlab/show/Matthew+Kleban,Matthew Kleban
Q126954896,Matthew Strassler,https://ncatlab.org/nlab/show/Matthew+Strassler,Matthew Strassler
Q3299818,Matthew Watkins,https://ncatlab.org/nlab/show/Matthew+Watkins,Matthew Watkins
Q17114113,Matthew Yu,https://ncatlab.org/nlab/show/Matthew+Yu,Matthew Yu Chengcai
Q6791543,Matthias Flach,https://ncatlab.org/nlab/show/Matthias+Flach,Matthias Flach
Q102342277,Matthias Gaberdiel,https://ncatlab.org/nlab/show/Matthias+Gaberdiel,Matthias Gaberdiel
Q95989,Matthias Kreck,https://ncatlab.org/nlab/show/Matthias+Kreck,Matthias Kreck
Q1693630,Matthias Schmidt,https://ncatlab.org/nlab/show/Matthias+Schmidt,Matthias Schmidt
Q6791612,Matthias Staudacher,https://ncatlab.org/nlab/show/Matthias+Staudacher,Matthias Staudacher
Q51315363,Matthias Troyer,https://ncatlab.org/nlab/show/Matthias+Troyer,Matthias Troyer
Q505511,Matti Järvinen,https://ncatlab.org/nlab/show/Matti+J%C3%A4rvinen,Matti Järvinen
Q552787,Maurer-Cartan equation,https://ncatlab.org/nlab/show/Maurer-Cartan+equation,Maurer–Cartan form
Q58978,Max Born,https://ncatlab.org/nlab/show/Max+Born,Max Born
Q61732,Max Dehn,https://ncatlab.org/nlab/show/Max+Dehn,Max Dehn
Q1912805,Max Karoubi,https://ncatlab.org/nlab/show/Max+Karoubi,Max Karoubi
Q6794922,Max Kelly,https://ncatlab.org/nlab/show/Max+Kelly,Max Kelly
Q707155,Max Newman,https://ncatlab.org/nlab/show/Max+Newman,Max Newman
Q9021,Max Planck,https://ncatlab.org/nlab/show/Max+Planck,Max Planck
Q2076321,Max Tegmark,https://ncatlab.org/nlab/show/Max+Tegmark,Max Tegmark
Q58676,Max Zorn,https://ncatlab.org/nlab/show/Max+Zorn,Max Zorn
Q3055336,max-entropy,https://ncatlab.org/nlab/show/max-entropy,Hartley function
Q60790098,max-plus algebra,https://ncatlab.org/nlab/show/max-plus+algebra,Tropical semiring
Q16575132,Maxim Grigoriev,https://ncatlab.org/nlab/show/Maxim+Grigoriev,Maxim Grigoryev
Q369588,Maxim Kontsevich,https://ncatlab.org/nlab/show/Maxim+Kontsevich,Maxim Kontsevich
Q1579914,maybe monad,https://ncatlab.org/nlab/show/maybe+monad,Monad (functional programming)
Q119343105,Mayuko Yamashita,https://ncatlab.org/nlab/show/Mayuko+Yamashita,Mayuko Yamashita
Q6801707,McKay correspondence,https://ncatlab.org/nlab/show/McKay+correspondence,McKay correspondence
Q1747745,meager set,https://ncatlab.org/nlab/show/meager+set,Second category
Q6803696,Meaning and Necessity,https://ncatlab.org/nlab/show/Meaning+and+Necessity,Meaning and Necessity
Q16290681,Meas,https://ncatlab.org/nlab/show/Meas,Meas
Q192276,measurable subset,https://ncatlab.org/nlab/show/measurable+subset,Measure theory
Q12453,measurement,https://ncatlab.org/nlab/show/measurement,Measurement
Q12453,measuring,https://ncatlab.org/nlab/show/measuring,Measurement
Q17098815,measuring coalgebra,https://ncatlab.org/nlab/show/measuring+coalgebra,Measuring coalgebra
Q11019,mechanical system,https://ncatlab.org/nlab/show/mechanical+system,Machine
Q41217,mechanics,https://ncatlab.org/nlab/show/mechanics,Mechanics
Q60487980,Mehrnoosh Sadrzadeh,https://ncatlab.org/nlab/show/Mehrnoosh+Sadrzadeh,Mehrnoosh Sadrzadeh
Q76548,Meister Eckhart,https://ncatlab.org/nlab/show/Meister+Eckhart,Meister Eccard
Q1918950,Melanie Becker,https://ncatlab.org/nlab/show/Melanie+Becker,Melanie Becker
Q16105913,Melvin Fitting,https://ncatlab.org/nlab/show/Melvin+Fitting,Melvin Fitting
Q263909,Melvin Hochster,https://ncatlab.org/nlab/show/Melvin+Hochster,Melvin Hochster
Q379825,membership relation,https://ncatlab.org/nlab/show/membership+relation,Element (mathematics)
Q176088,membrane,https://ncatlab.org/nlab/show/membrane,Membranes
Q5891840,mere proposition,https://ncatlab.org/nlab/show/mere+proposition,Homotopy type theory
Q1194916,mereology,https://ncatlab.org/nlab/show/mereology,Mereology
Q102742,meson,https://ncatlab.org/nlab/show/meson,Meson
Q2622244,mesoscopic physics,https://ncatlab.org/nlab/show/mesoscopic+physics,Mesoscopic scale
Q14041,Messier 87,https://ncatlab.org/nlab/show/Messier+87,Messier 87
Q11426,metal,https://ncatlab.org/nlab/show/metal,Metal
Q193983,metalanguage,https://ncatlab.org/nlab/show/metalanguage,Meta language
Q6822975,Metamath,https://ncatlab.org/nlab/show/Metamath,Metamath
Q35277,metaphysics,https://ncatlab.org/nlab/show/metaphysics,MetaPhysics
Q661655,Metaphysics (Aristotle),https://ncatlab.org/nlab/show/Metaphysics+%28Aristotle%29,Metaphysics (Aristotle)
Q7106417,metaplectic representation,https://ncatlab.org/nlab/show/metaplectic+representation,Oscillator representation
Q180953,metric topology,https://ncatlab.org/nlab/show/metric+topology,Distance function
Q1194053,metrization theorem,https://ncatlab.org/nlab/show/metrization+theorem,Metrizable space
Q83327,MeV,https://ncatlab.org/nlab/show/MeV,Electronvolt
Q6826405,Meyer Bockstein,https://ncatlab.org/nlab/show/Meyer+Bockstein,Meyer Bockstein
Q6833069,Michael A. Nielsen,https://ncatlab.org/nlab/show/Michael+A.+Nielsen,Michael Nielsen
Q96392781,Michael Abbott,https://ncatlab.org/nlab/show/Michael+Abbott,Michael Abbott
Q92962,Michael Arbib,https://ncatlab.org/nlab/show/Michael+Arbib,Michael A. Arbib
Q1926870,Michael Artin,https://ncatlab.org/nlab/show/Michael+Artin,Michael Artin
Q208356,Michael Atiyah,https://ncatlab.org/nlab/show/Michael+Atiyah,Michael Atiyah
Q11738061,Michael Barr,https://ncatlab.org/nlab/show/Michael+Barr,Michael Barr
Q6828453,Michael Barratt,https://ncatlab.org/nlab/show/Michael+Barratt,Michael Barratt
Q119187,Michael Berry,https://ncatlab.org/nlab/show/Michael+Berry,M. Berry
Q2815670,Michael Boardman,https://ncatlab.org/nlab/show/Michael+Boardman,Michael Boardman
Q16192650,Michael Ching,https://ncatlab.org/nlab/show/Michael+Ching,Michael Ching
Q398536,Michael Cole,https://ncatlab.org/nlab/show/Michael+Cole,Micheal cole
Q1927199,Michael Creutz,https://ncatlab.org/nlab/show/Michael+Creutz,Michael Creutz
Q1927280,Michael Dine,https://ncatlab.org/nlab/show/Michael+Dine,Michael Dine
Q119798,Michael Douglas,https://ncatlab.org/nlab/show/Michael+Douglas,Michael Douglas
Q1927318,Michael Duff,https://ncatlab.org/nlab/show/Michael+Duff,Mike Duff
Q342646,Michael Dummett,https://ncatlab.org/nlab/show/Michael+Dummett,Michael Dummett
Q67510666,Michael Eastwood,https://ncatlab.org/nlab/show/Michael+Eastwood,Michael Eastwood
Q8750,Michael Faraday,https://ncatlab.org/nlab/show/Michael+Faraday,Michael Faraday
Q46847660,Michael Farber,https://ncatlab.org/nlab/show/Michael+Farber,Michael Farber
Q6830387,Michael Fourman,https://ncatlab.org/nlab/show/Michael+Fourman,Michael Fourman
Q333494,Michael Freedman,https://ncatlab.org/nlab/show/Michael+Freedman,Michael Freedman
Q280465,Michael Friedman,https://ncatlab.org/nlab/show/Michael+Friedman,Michael Friedman
Q440232,Michael Green,https://ncatlab.org/nlab/show/Michael+Green,Michael Green
Q130535117,Michael Hardy,https://ncatlab.org/nlab/show/Michael+Hardy,Michael Hardy
Q6831122,Michael Hicks,https://ncatlab.org/nlab/show/Michael+Hicks,Michael Hicks
Q1927832,Michael Hill,https://ncatlab.org/nlab/show/Michael+Hill,Michael Hill
Q1148248,Michael Hopkins,https://ncatlab.org/nlab/show/Michael+Hopkins,Michael Hopkins
Q16213037,Michael Hutchings,https://ncatlab.org/nlab/show/Michael+Hutchings,Michael hutchings
Q230394,Michael Johnson,https://ncatlab.org/nlab/show/Michael+Johnson,Michael Johnson
Q22670590,Michael Kapovich,https://ncatlab.org/nlab/show/Michael+Kapovich,Michael Kapovich
Q6832095,Michael Larsen,https://ncatlab.org/nlab/show/Michael+Larsen,Michael Larsen (disambiguation)
Q92779051,Michael Levin,https://ncatlab.org/nlab/show/Michael+Levin,"Levin, Michael"
Q39444955,Michael Levin (biologist),https://ncatlab.org/nlab/show/Michael+Levin+%28biologist%29,Michael Levin (biologist)
