Wikidata ID,PlanetMath,PlanetMath link,Wikidata Label
Q177898,sieve of Eratosthenes,http://planetmath.org/sieveoferatosthenes1,Sieve of Eratosthenes
Q217357,σ-algebra,http://planetmath.org/sigmaalgebra,Σ-algebra
Q217357,σ-algebra,http://planetmath.org/sigmaalgebra1,Σ-algebra
Q290618,σ-compact,http://planetmath.org/sigmacompact,Sigma-compact
Q291430,σ-finite,http://planetmath.org/sigmafinite,Sigma-finite
Q1064405,signature of a permutation,http://planetmath.org/signatureofapermutation,Parity of a permutation
Q7512593,sign relation,http://planetmath.org/signrelation,Sign relation
Q7512595,sign relational complex,http://planetmath.org/signrelationalcomplex,Sign relational complex
Q236813,signum function,http://planetmath.org/signumfunction,Sign function
Q2353128,silver rectangle,http://planetmath.org/silverrectangle,Silver ratio
Q254491,similar matrix,http://planetmath.org/similarmatrix,Matrix similarity
Q334039,Simon Donaldson,http://planetmath.org/simondonaldson,Simon Donaldson
Q23696,Simon Stevin,http://planetmath.org/simonstevin,Simon Stevin
Q2628674,simple field extension,http://planetmath.org/simplefieldextension,Primitive element (field theory)
Q1415372,simple path,http://planetmath.org/simplepath,Path (graph theory)
Q7574800,simple semigroup,http://planetmath.org/simplesemigroup,Commutative semigroup
Q3518150,simple tensor,http://planetmath.org/simpletensor,Tensor (intrinsic definition)
Q134164,simplex algorithm,http://planetmath.org/simplexalgorithm,Simplex algorithm
Q17057096,simplicial mapping,http://planetmath.org/simplicialmapping,Simplicial map
Q438814,simplicity of the alternating groups,http://planetmath.org/simplicityofthealternatinggroups,Alternating group
Q288465,simply transitive,http://planetmath.org/simplytransitive,Group action
Q757290,Simpson’s paradox,http://planetmath.org/simpsonsparadox,Simpson's paradox
Q420991,singular,http://planetmath.org/singular,Singular
Q7524253,singular set,http://planetmath.org/singularset,Singular point of an algebraic variety
Q4338245,singular solution,http://planetmath.org/singularsolution,Singular solution
Q207527,sinusoid,http://planetmath.org/sinusoid,Sinusoidal
Q1090524,Skolemization,http://planetmath.org/skolemization,Skolem normal form
Q1414564,Smarandache function,http://planetmath.org/smarandachefunction,Kempner function
Q1091176,Smarandache-Wellin prime,http://planetmath.org/smarandachewellinprime,Smarandache–Wellin number
Q180953,SNCF metric,http://planetmath.org/sncfmetric,Distance function
Q7553048,socle,http://planetmath.org/socle,Socle (mathematics)
Q184535,Sofia Kovalevskaya,http://planetmath.org/sofiakovalevskaya,Sofya Kovalevskaya
Q2599504,Sofya Yanovskaya,http://planetmath.org/sofyayanovskaya,Sofya Yanovskaya
Q2283848,sohcahtoa,http://planetmath.org/sohcahtoa,Soh cah toa
Q2348801,sole sufficient operator,http://planetmath.org/solesufficientoperator,Complete set of Boolean operators
Q96405958,solid set,http://planetmath.org/solidset,Solid set
Q1770567,soliton,http://planetmath.org/soliton,Soliton (topology)
Q2296113,Solovay-Strassen test,http://planetmath.org/solovaystrassentest,Solovay–Strassen primality test
Q181593,sorting problem,http://planetmath.org/sortingproblem,Sorting Algorithm
Q3879423,sparsely totient number,http://planetmath.org/sparselytotientnumber,Sparsely totient number
Q339722,spectral measure,http://planetmath.org/spectralmeasure,Projection-valued measure
Q1549489,speedup,http://planetmath.org/speedup,Speedup
Q203218,spherical coordinates,http://planetmath.org/sphericalcoordinates,Spherical coordinate system
Q46463,spherical trigonometry,http://planetmath.org/sphericaltrigonometry,Angle excess
Q1326955,split short exact sequence,http://planetmath.org/splitshortexactsequence,Exact sequence
Q7581979,squarefree factorization,http://planetmath.org/squarefreefactorization,Square-free polynomial
Q7581979,square root of polynomial,http://planetmath.org/squarerootofpolynomial,Square-free polynomial
Q1065257,squeeze rule,http://planetmath.org/squeezerule,Squeeze theorem
Q83163,Srinivasa Ramanujan,http://planetmath.org/srinivasaramanujan,Srinivasa Ramanujan
Q296510,SSA,http://planetmath.org/ssa,SSA
Q344864,stabilizer,http://planetmath.org/stabilizer,Stabilization
Q131293245,stable matrix,http://planetmath.org/stablematrix,Stability matrix
Q2706744,stable subspace,http://planetmath.org/stablesubspace,Invariant subspace
Q2706744,stable subspace,http://planetmath.org/stablesubspace,Invariant subspace
Q7595790,stably finite,http://planetmath.org/stablyfinite,Stably finite ring
Q917657,stair function,http://planetmath.org/stairfunction,Step function
Q7226641,standard identity,http://planetmath.org/standardidentity,Polynomial identity ring
Q234357,Stanisław Ulam,http://planetmath.org/stanislawulam,Stanisław Ulam
Q7601281,star product,http://planetmath.org/starproduct,Star product
Q7601285,star refinement,http://planetmath.org/starrefinement,Star refinement
Q769917,star-shaped region,http://planetmath.org/starshapedregion,Star-convex
Q7606829,Steinberg group,http://planetmath.org/steinberggroup,Steinberg group
Q7606897,Steinitz theorem,http://planetmath.org/steinitztheorem,Steinitz's theorem
Q17714,Stephen William Hawking,http://planetmath.org/stephenwilliamhawking,Steven Hawking
Q25113043,Stirling polynomial,http://planetmath.org/stirlingpolynomial,Stirling polynomials
Q1308570,stochastic integral,http://planetmath.org/stochasticintegral,Stochastic calculus
Q7619859,stopped process,http://planetmath.org/stoppedprocess,Stopped process
Q25344628,straight-line program,http://planetmath.org/straightlineprogram,Straight-line program
Q506265,strictly upper triangular matrix,http://planetmath.org/strictlyuppertriangularmatrix,Triangular matrix
Q1934099,subadditive,http://planetmath.org/subadditive,Subadditivity
Q1934099,subadditivity,http://planetmath.org/subadditivity,Subadditivity
Q7630735,subanalytic set,http://planetmath.org/subanalyticset,Subanalytic set
Q2739990,subbasis,http://planetmath.org/subbasis,Subbase
Q655328,subformula,http://planetmath.org/subformula,Well-formed formula
Q753658,subharmonic and superharmonic functions,http://planetmath.org/subharmonicandsuperharmonicfunctions,Superharmonic function
Q185148,subinterval,http://planetmath.org/subinterval,Interval on the real line
Q360830,subnormal series,http://planetmath.org/subnormalseries,Subgroup series
Q2106494,subset construction,http://planetmath.org/subsetconstruction,Powerset construction
Q957386,substitutability,http://planetmath.org/substitutability,Liskov substitution principle
Q1071270,substitution for integration,http://planetmath.org/substitutionforintegration,Inverse chain rule method
Q218005,summation,http://planetmath.org/summation,Summation
Q44649,sum of ideals,http://planetmath.org/sumofideals,Ideal (ring theory)
Q3526986,sum-product theorem,http://planetmath.org/sumproducttheorem,Erdős–Szemerédi theorem
Q47016077,sums of two squares,http://planetmath.org/sumsoftwosquares,Sums of squares
Q896489,Sun Zhiwei,http://planetmath.org/sunzhiwei,Sun Zhiwei
Q922087,superadditivity,http://planetmath.org/superadditivity,Superadditivity
Q3977654,superalgebra,http://planetmath.org/superalgebra,Superalgebra
Q3611545,supercommutative,http://planetmath.org/supercommutative,Supercommutative algebra
Q121117,supercomputers,http://planetmath.org/supercomputers,Supercomputer
Q121117,supercomputers,http://planetmath.org/supercomputers,Supercomputer
Q7643190,superconvergence,http://planetmath.org/superconvergence,Superconvergence
Q2563809,superfluous submodule,http://planetmath.org/superfluoussubmodule,Essential extension
Q2078098,superincreasing sequence,http://planetmath.org/superincreasingsequence,Superincreasing sequence
Q4446295,supernatural number,http://planetmath.org/supernaturalnumber,Supernatural number
Q60301,supernumber,http://planetmath.org/supernumber,Grassmann number
Q1359501,superscript,http://planetmath.org/superscript,Subscript
Q1359501,superscript,http://planetmath.org/superscript,Subscript
Q30701875,supersingular,http://planetmath.org/supersingular,Supersingular variety
Q1136376,support of function,http://planetmath.org/supportoffunction,Support (mathematics)
Q601053,surd,http://planetmath.org/surd,Nth root
Q7645953,surface bundle over the circle,http://planetmath.org/surfacebundleoverthecircle,Surface bundle over the circle
Q273176,surface normal,http://planetmath.org/surfacenormal,Normal vector
Q229102,surjective,http://planetmath.org/surjective,Surjective function
Q2915096,survivor function,http://planetmath.org/survivorfunction,Reliability function
Q92781912,Susan Howson,http://planetmath.org/susanhowson,Susan Howson
Q2670846,symbolic computation,http://planetmath.org/symboliccomputation,Symbolic computation
Q1350838,symbolic dynamics,http://planetmath.org/symbolicdynamics,Symbolic dynamics
Q766774,symplectic complement,http://planetmath.org/symplecticcomplement,Symplectic vector space
Q1149458,syntactic compactness theorem for first order logic,http://planetmath.org/syntacticcompactnesstheoremforfirstorderlogic,Compactness theorem
Q3321297,syntactic congruence,http://planetmath.org/syntacticcongruence,Syntactic monoid
Q1502997,systematic sampling,http://planetmath.org/systematicsampling,Systematic sampling
Q12070446,system model,http://planetmath.org/systemmodel,Model system
Q2208651,system of distinct representatives,http://planetmath.org/systemofdistinctrepresentatives,Transversal (combinatorics)
Q465274,system of ordinary differential equations,http://planetmath.org/systemofordinarydifferentialequations,Ordinary differential equations
Q1148924,T0 space,http://planetmath.org/t0space,Kolmogorov axiom
Q1193403,T3 space,http://planetmath.org/t3space,Regular space
Q1456936,Table of Contents,http://planetmath.org/tableofcontents,Table of contents
Q6520159,table of Fourier transforms,http://planetmath.org/tableoffouriertransforms,Fourier Transform
Q2004664,tail event,http://planetmath.org/tailevent,Kolmogorov's zero–one law
Q131251,tangent line,http://planetmath.org/tangentline,Tangent
Q2641564,tangent of halved angle,http://planetmath.org/tangentofhalvedangle,Tan half-angle formula
Q7683003,tangle,http://planetmath.org/tangle,Tangle diagram
Q649469,Taniyama-Shimura theorem,http://planetmath.org/taniyamashimuratheorem,Modularity theorem
Q463530,Tatyana Afanasyeva,http://planetmath.org/tatyanaafanasyeva,Tatyana Afanasyeva
Q1631851,Tatyana Pavlovna van Aardenne-Ehrenfest,http://planetmath.org/tatyanapavlovnavanaardenneehrenfest,Tatyana Ehrenfest
Q1462591,taxicab numbers,http://planetmath.org/taxicabnumbers,Taxicab number
Q1462591,taxicab numbers,http://planetmath.org/taxicabnumbers,Taxicab number
Q7672694,t distribution,http://planetmath.org/tdistribution,T-distribution
Q1156880,telegraph equation,http://planetmath.org/telegraphequation,Telegrapher's equations
Q2164293,telescoping sum,http://planetmath.org/telescopingsum,Telescoping series
Q904927,tensor density,http://planetmath.org/tensordensity,Tensor density
Q188524,tensor transformations,http://planetmath.org/tensortransformations,Tensors
Q295981,Terence Tao,http://planetmath.org/terencetao,Terence Tao
Q206925,termwise differentiation,http://planetmath.org/termwisedifferentiation,Power series
Q2405012,ternary ring,http://planetmath.org/ternaryring,Planar ternary ring
Q1138992,test for primality of Mersenne numbers,http://planetmath.org/testforprimalityofmersennenumbers,Lucas–Lehmer primality test
Q956716,text figures,http://planetmath.org/textfigures,Text figures
Q956716,text figures,http://planetmath.org/textfigures,Text figures
Q25099016,TFAE,http://planetmath.org/tfae,TFAE
Q25099016,TFAE,http://planetmath.org/tfae,TFAE
Q250568,Thabit ibn Qurra,http://planetmath.org/thabitibnqurra,Thābit ibn Qurra
Q3071299,The Fibonacci Quarterly,http://planetmath.org/thefibonacciquarterly,Fibonacci Quarterly
Q814361,theorem about cyclic subspaces,http://planetmath.org/theoremaboutcyclicsubspaces,Companion matrix
Q1425077,theorem for normal matrices,http://planetmath.org/theoremfornormalmatrices,Spectral theorem
Q17988630,theory,http://planetmath.org/theory,Mathematical theory (disambiguation)
Q1243340,there are no non-square doubly stochastic matrices,http://planetmath.org/therearenononsquaredoublystochasticmatrices,Doubly stochastic matrix
Q2421733,Thom isomorphism theorem,http://planetmath.org/thomisomorphismtheorem,Thom space
Q1378504,Thue system,http://planetmath.org/thuesystem,String rewriting
Q1503309,Thurston’s geometrization conjecture,http://planetmath.org/thurstonsgeometrizationconjecture,Geometrization conjecture
Q7801616,tight,http://planetmath.org/tight,Tight
Q185918,time dilation,http://planetmath.org/timedilation,Time dilation
Q3290663,Tobias Dantzig,http://planetmath.org/tobiasdantzig,Tobias Dantzig
Q96375368,topological complement,http://planetmath.org/topologicalcomplement,Complemented subspace
Q2443460,topological conjugation,http://planetmath.org/topologicalconjugation,Topologically equivalent
Q2443467,topological divisor of zero,http://planetmath.org/topologicaldivisorofzero,Topological divisor of zero
Q980509,topological embedding,http://planetmath.org/topologicalembedding,Embedding
Q625948,topological invariant,http://planetmath.org/topologicalinvariant,Topological invariant
Q5282259,topological sum,http://planetmath.org/topologicalsum,Disjoint union (topology)
Q96410326,topological vector lattice,http://planetmath.org/topologicalvectorlattice,Topological vector lattice
Q382874,torsion element,http://planetmath.org/torsionelement,Torsion module
Q750432,total differential,http://planetmath.org/totaldifferential,Total differential
Q3893192,totally positive matrix,http://planetmath.org/totallypositivematrix,Totally positive matrix
Q369377,total order,http://planetmath.org/totalorder,Infinite descending chain
Q5695923,total ring of fractions,http://planetmath.org/totalringoffractions,Ring of fractions
Q190026,totient,http://planetmath.org/totient,Euler's totient function
Q899704,traceable,http://planetmath.org/traceable,Traceability
Q7831157,trace formula,http://planetmath.org/traceformula,Trace formula
Q321102,trace of a matrix,http://planetmath.org/traceofamatrix,Trace (linear algebra)
Q522216,transfinite derived series,http://planetmath.org/transfinitederivedseries,Commutator subgroup
Q840810,transfinite recursion,http://planetmath.org/transfiniterecursion,Transfinite induction
Q671944,transitive,http://planetmath.org/transitive,Transitive set
Q671944,transitive,http://planetmath.org/transitive1,Transitive set
Q223683,transpose,http://planetmath.org/transpose,Transpose
Q2300767,transversality,http://planetmath.org/transversality,Transversality (mathematics)
Q46303,trapezoid,http://planetmath.org/trapezoid,Trapezoid
Q2859736,tree (set theoretic),http://planetmath.org/treesettheoretic,Tree (set theory)
Q1210082,tree traversals,http://planetmath.org/treetraversals,Tree search algorithm
Q3756532,triadic relation,http://planetmath.org/triadicrelation,Ternary relation
Q1333681,trial division,http://planetmath.org/trialdivision,Trial division
Q652123,triangle groups,http://planetmath.org/trianglegroups,Triangle group
Q245102,triangular numbers,http://planetmath.org/triangularnumbers,Triangular number
Q387015,trie,http://planetmath.org/trie,Trie
Q273008,trigonometric equations,http://planetmath.org/trigonometricequations,TrigonometricFunctions/Trigonometric Identities
Q32278,trimmed mean,http://planetmath.org/trimmedmean,Truncated mean
Q36248,triple cross product,http://planetmath.org/triplecrossproduct,Multiple cross products
Q36248,triple scalar product,http://planetmath.org/triplescalarproduct,Multiple cross products
Q13,triskaidekaphobia,http://planetmath.org/triskaidekaphobia,Triskaidekaphobia
Q13,triskaidekaphobia,http://planetmath.org/triskaidekaphobia,Triskaidekaphobia
Q852757,trivial valuation,http://planetmath.org/trivialvaluation,Valuation (algebra)
Q42344,truncated cone,http://planetmath.org/truncatedcone,Conical
Q1148456,Turing computable,http://planetmath.org/turingcomputable,Computable function
Q845630,two hundred thirty-nine,http://planetmath.org/twohundredthirtynine,239 (number)
Q17089994,Tychonoff fixed point theorem,http://planetmath.org/tychonofffixedpointtheorem,Fixed-point theorems in infinite-dimensional spaces
Q1191433,Tychonoff space,http://planetmath.org/tychonoffspace,Tychonov space
Q1056428,Type theory,http://planetmath.org/typetheory,Type theory
Q398033,UFD,http://planetmath.org/ufd,UFD
Q7880520,ultraconnected space,http://planetmath.org/ultraconnectedspace,Ultraconnected space
Q1897429,ultrametric,http://planetmath.org/ultrametric,Ultrametric space
Q1897429,ultrametric triangle inequality,http://planetmath.org/ultrametrictriangleinequality,Ultrametric space
Q1191147,ultranet,http://planetmath.org/ultranet,Net (mathematics)
Q1128796,uncountable,http://planetmath.org/uncountable,Uncountable set
Q10904356,undecahedron,http://planetmath.org/undecahedron,Hendecahedron
Q6017755,under determined,http://planetmath.org/underdetermined,Indeterminacy
Q7885110,uniform dimension,http://planetmath.org/uniformdimension,Uniform module
Q5420801,uniform expansivity,http://planetmath.org/uniformexpansivity,Expansive homeomorphism
Q249092,uniformly equicontinuous,http://planetmath.org/uniformlyequicontinuous,Equicontinuity
Q1530275,uniformly integrable,http://planetmath.org/uniformlyintegrable,Uniform absolute continuity
Q652446,uniform structure of a metric space,http://planetmath.org/uniformstructureofametricspace,Uniform space
Q2494439,unimodular,http://planetmath.org/unimodular,Unimodular
Q1162676,unimodular group,http://planetmath.org/unimodulargroup,Haar measure
Q1178815,unitary,http://planetmath.org/unitary,Unitary
Q2390323,unit disc,http://planetmath.org/unitdisc,Unit disk
Q7892616,United States of America Mathematical Olympiad,http://planetmath.org/unitedstatesofamericamathematicalolympiad,United States of America Mathematical Olympiad
Q7887128,unit hyperbola,http://planetmath.org/unithyperbola,Unit hyperbola
Q506265,unit triangular matrix,http://planetmath.org/unittriangularmatrix,Triangular matrix
Q2608535,univalent analytic function,http://planetmath.org/univalentanalyticfunction,Univalent functions
Q25303740,Univalent foundations,http://planetmath.org/univalentfoundations,Univalent foundations
Q332648,universal covering space,http://planetmath.org/universalcoveringspace,Universal cover
Q1609490,universal derivation,http://planetmath.org/universalderivation,Kähler differentials
Q7894192,universally measurable,http://planetmath.org/universallymeasurable,Universally measurable set
Q1228944,universe of discourse,http://planetmath.org/universeofdiscourse,Domain of discourse
Q13222579,upper bound,http://planetmath.org/upperbound,Upper and lower bounds
Q1816967,Urysohn extension theorem,http://planetmath.org/urysohnextensiontheorem,Urysohn lemma
Q466707,utility,http://planetmath.org/utility,Utility
Q1096079,vacuous,http://planetmath.org/vacuous,Vacuously true
Q1096079,vacuous,http://planetmath.org/vacuous,Vacuously true
Q383444,valency,http://planetmath.org/valency,In degree
Q12013681,valuation domain,http://planetmath.org/valuationdomain,Valuation ring
Q3147827,Vandermonde identity,http://planetmath.org/vandermondeidentity,Vandermonde's identity
Q637347,Vandermonde interpolation approach,http://planetmath.org/vandermondeinterpolationapproach,Polynomial interpolation
Q2081515,van der Pol equation,http://planetmath.org/vanderpolequation,Van der Pol oscillator
Q8083985,ε-net,http://planetmath.org/varepsilonnet,Ε-net
Q1205942,variation of parameters,http://planetmath.org/variationofparameters,Variation of parameters
Q1066266,vector identities,http://planetmath.org/vectoridentities,Vector calculus identities
Q2152570,vector lattice,http://planetmath.org/vectorlattice,Riesz space
Q956437,vector norm,http://planetmath.org/vectornorm,Vector norm
Q728435,vector subspace,http://planetmath.org/vectorsubspace,Linear Algebra/Subspace
Q4748472,very ample,http://planetmath.org/veryample,Ample vector bundle
Q3252739,vibrating string,http://planetmath.org/vibratingstring,String vibration
Q553176,Vladimir Fock,http://planetmath.org/vladimirfock,Vladimir Fock
Q306610,volume of the n-sphere,http://planetmath.org/volumeofthensphere,N-sphere
Q528987,von Neumann double commutant theorem,http://planetmath.org/vonneumanndoublecommutanttheorem,Von Neumann bicommutant theorem
Q189760,voting,http://planetmath.org/voting,Voting
Q338374,Štefan Znám,http://planetmath.org/vstefanznam,Štefan Znám
Q297206,Wacław Sierpiński,http://planetmath.org/waclawsierpinski,Wacław Sierpiński
Q3022118,Wagner congruence,http://planetmath.org/wagnercongruence,Inverse semigroup
Q3022118,Wagner-Preston representation theorem,http://planetmath.org/wagnerprestonrepresentationtheorem,Inverse semigroup
Q2464338,weak AI thesis,http://planetmath.org/weakaithesis,Philosophy of artificial intelligence
Q4781766,weak approximation theorem,http://planetmath.org/weakapproximationtheorem,Approximation in algebraic groups
Q505760,weak* convergence in normed linear space,http://planetmath.org/weakconvergenceinnormedlinearspace,Weak topology
Q2143116,weak derivative,http://planetmath.org/weakderivative,Weak derivative
Q6549451,weakly countably compact,http://planetmath.org/weaklycountablycompact,Limit point compact
Q2233203,weak prime,http://planetmath.org/weakprime,Strong prime
Q3527219,Weierstrass polynomial,http://planetmath.org/weierstrasspolynomial,Weierstrass preparation theorem
Q7979858,weight lattice,http://planetmath.org/weightlattice,Weight (representation theory)
Q7979858,weight (Lie algebras),http://planetmath.org/weightliealgebras,Weight (representation theory)
Q7979859,weight (strings),http://planetmath.org/weightstrings,Weight (strings)
Q371730,well-defined,http://planetmath.org/welldefined,Well-defined expression
Q371730,well-defined,http://planetmath.org/welldefined,Well-defined expression
Q338021,well-founded recursion,http://planetmath.org/wellfoundedrecursion,Well-founded set
Q338021,well-founded relation,http://planetmath.org/wellfoundedrelation,Well-founded set
Q2894153,well quasi ordering,http://planetmath.org/wellquasiordering,Well partial order
Q7992010,wheel factorization,http://planetmath.org/wheelfactorization,Wheel factorization
Q1814850,Whitehead Prize,http://planetmath.org/whiteheadprize,Whitehead Prize
Q1056809,Wiener measure,http://planetmath.org/wienermeasure,Wiener process
Q52,Wikipedia,http://planetmath.org/wikipedia,WikiPedia
Q201426,William Feller,http://planetmath.org/williamfeller,William Feller
Q333927,William Thurston,http://planetmath.org/williamthurston,William Thurston
Q220402,William Timothy Gowers,http://planetmath.org/williamtimothygowers,Timothy Gowers
Q670022,Windows Calculator,http://planetmath.org/windowscalculator,Windows Calculator
Q670022,Windows Calculator,http://planetmath.org/windowscalculator,Windows Calculator
Q1756171,Witt vectors,http://planetmath.org/wittvectors,Witt vector
Q162252,WLOG,http://planetmath.org/wlog,Without any loss of generality
Q162252,WLOG,http://planetmath.org/wlog,Without any loss of generality
Q739936,Wolf Prize,http://planetmath.org/wolfprize,Wolf Prize
Q778947,writhe,http://planetmath.org/writhe,Writhe
Q124743,Wronskian determinant,http://planetmath.org/wronskiandeterminant,Wronskian
Q2115,XML,http://planetmath.org/xml,XML
Q8045719,y-homeomorphism,http://planetmath.org/yhomeomorphism,Y-homeomorphism
Q36024792,Young inequality,http://planetmath.org/younginequality,Young's inequality
Q191849,Zermelo-Fraenkel axioms,http://planetmath.org/zermelofraenkelaxioms,Zermelo–Fraenkel set theory
Q1801244,zero dimensional,http://planetmath.org/zerodimensional,Zero-dimensional space
Q204,zero map,http://planetmath.org/zeromap,0
Q1652969,zero ring,http://planetmath.org/zeroring,Trivial ring
Q951504,zero sequence,http://planetmath.org/zerosequence,Electric Motors and Generators
